Child DCN,Child MOSIS ID,RefProgramType.Description,EnrollmentDate,ServicePlanDate,ServicePlanEndDate,VisitingIndicator,NumberOfDaysInAttendance,RefStudentGradeLevel.Description,RefFundingSource.Descriptions
0000000904,000904,First Steps,2019-07-08,2019-07-16,2019-10-07,No,17,Early Intervention,Local
0000000904,000904,Child Care,2019-10-29,2019-10-30,2020-07-03,No,75,,State
0000000904,000904,Childcare Subsidy,2020-07-21,2020-08-16,2021-01-31,No,90,,State
0000000905,000905,Early Intervention,2021-04-07,2021-05-02,2023-05-02,No,13,Early Intervention,Federal
0000000905,000905,Child Care,2023-06-01,2023-06-28,2025-10-31,No,87,,Local
0000000905,000905,Head Start,2025-11-20,2025-12-09,2026-07-23,No,103,Pre-K,Federal
0000000906,000906,Early Intervention,2018-06-15,2018-07-04,2019-01-14,No,21,Early Intervention,Private
0000000907,000907,Childcare Subsidy,2019-02-02,2019-02-07,2020-03-20,No,159,,Private
0000000907,000907,First Steps,2020-03-21,2020-03-25,2020-11-19,No,14,Early Intervention,Local
0000000908,000908,Child Care,2021-11-16,2021-11-21,2023-08-07,No,152,,State
0000000909,000909,Home Visiting,2022-05-26,2022-06-13,2024-12-13,Yes,8,,Private
0000000909,000909,Child Care,2025-01-06,2025-01-14,2026-01-12,No,166,,Private
0000000910,000910,Early Intervention,2019-09-04,2019-09-22,2021-10-14,No,20,Early Intervention,Private
0000000910,000910,Early Intervention,2021-10-16,2021-10-19,2022-11-02,No,57,Early Intervention,State
0000000911,000911,Child Care,2019-12-21,2020-01-07,2021-02-05,No,122,,State
0000000911,000911,Head Start,2021-02-22,2021-03-16,2022-05-29,No,139,Pre-K,Private
0000000912,000912,Childcare Subsidy,2019-09-10,2019-09-19,2020-11-05,No,191,,Local
0000000912,000912,Early Intervention,2020-11-30,2020-12-25,2023-12-21,No,9,Early Intervention,Local
0000000912,000912,Child Care,2019-12-04,2020-01-01,2022-09-18,No,96,,State
0000000913,000913,Childcare Subsidy,2020-07-10,2020-07-11,2021-01-25,No,86,,State
0000000914,000914,Early Intervention,2020-07-02,2020-07-11,2022-10-09,No,21,Early Intervention,Private
0000000914,000914,State Pre-K,2022-11-08,2022-11-28,2024-07-12,No,127,Pre-K,Federal
0000000914,000914,Childcare Subsidy,2020-01-13,2020-02-07,2022-05-08,No,96,,Local
0000000914,000914,Child Care,2022-05-13,2022-06-02,2024-05-09,No,123,,Local
0000000915,000915,Child Care,2021-01-05,2021-01-21,2022-03-09,No,59,,Federal
0000000916,000916,Child Care,2021-05-06,2021-05-15,2024-04-18,No,90,,Federal
0000000917,000917,Early Head Start,2023-01-14,2023-02-07,2024-07-30,No,59,,Federal
0000000918,000918,Childcare Subsidy,2021-08-02,2021-08-15,2022-06-13,No,199,,Federal
0000000918,000918,Childcare Subsidy,2022-06-27,2022-07-27,2024-05-07,No,65,,Federal
0000000918,000918,Childcare Subsidy,2024-05-17,2024-05-21,2025-02-21,No,188,,Local
0000000919,000919,First Steps,2018-09-16,2018-10-11,2019-11-24,No,43,Early Intervention,State
0000000919,000919,First Steps,2020-01-26,2020-02-13,2022-02-08,No,36,Early Intervention,Federal
0000000920,000920,Childcare Subsidy,2019-10-18,2019-11-08,2020-04-26,No,38,,Local
0000000920,000920,Early Intervention,2020-05-10,2020-05-27,2021-01-26,No,30,Early Intervention,Local
0000000920,000920,Early Intervention,2021-02-14,2021-03-09,2021-12-12,No,14,Early Intervention,Local
0000000920,000920,Head Start,2022-01-09,2022-02-06,2022-09-11,No,109,Pre-K,State
0000000921,000921,Home Visiting,2021-11-22,2021-12-22,2024-02-04,Yes,10,,Private
0000000921,000921,Head Start,2024-05-14,2024-05-18,2026-01-20,No,134,Pre-K,Local
0000000922,000922,Home Visiting,2018-11-05,2018-11-12,2019-06-29,Yes,20,,Private
0000000922,000922,Early Head Start,2019-07-29,2019-08-23,2021-06-23,No,54,,State
0000000922,000922,State Pre-K,2021-09-22,2021-10-06,2023-04-11,No,113,Pre-K,Local
0000000922,000922,Home Visiting,2019-05-11,2019-05-16,2020-11-19,Yes,8,,Private
0000000923,000923,Child Care,2019-09-18,2019-09-29,2020-12-20,No,48,,Private
0000000923,000923,First Steps,2021-01-05,2021-01-11,2023-08-31,No,11,Early Intervention,Federal
0000000923,000923,Child Care,2023-09-11,2023-10-07,2024-04-04,No,157,,Local
0000000924,000924,Child Care,2021-06-14,2021-06-30,2022-07-20,No,103,,Private
0000000924,000924,Child Care,2021-07-30,2021-08-14,2024-11-05,No,70,,Local
0000000925,000925,Childcare Subsidy,2019-10-13,2019-11-09,2021-03-08,No,45,,State
0000000925,000925,Childcare Subsidy,2021-04-17,2021-04-19,2021-11-21,No,149,,Local
0000000925,000925,Early Intervention,2022-02-07,2022-02-23,2023-08-16,No,48,Early Intervention,Local
0000000926,000926,Childcare Subsidy,2019-05-20,2019-06-02,2021-08-17,No,123,,Federal
0000000926,000926,Childcare Subsidy,2021-12-05,2021-12-18,2023-02-22,No,104,,State
0000000926,000926,Early Intervention,2019-02-25,2019-03-15,2021-01-04,No,17,Early Intervention,Federal
0000000927,000927,Child Care,2020-09-21,2020-10-17,2021-05-12,No,146,,State
0000000928,000928,Childcare Subsidy,2020-08-31,2020-09-04,2020-12-27,No,127,,Local
0000000929,000929,First Steps,2021-10-29,2021-11-25,2023-09-30,No,9,Early Intervention,State
0000000930,000930,Home Visiting,2019-08-22,2019-09-19,2021-03-24,Yes,19,,Federal
0000000931,000931,First Steps,2020-10-30,2020-11-25,2021-05-12,No,34,Early Intervention,Private
0000000931,000931,Early Intervention,2021-09-08,2021-10-04,2022-06-23,No,8,Early Intervention,Federal
0000000932,000932,Early Head Start,2020-07-29,2020-08-07,2021-10-01,No,137,,Local
0000000932,000932,Early Head Start,2021-10-14,2021-11-10,2023-08-11,No,71,,Private
0000000933,000933,Home Visiting,2020-10-22,2020-11-06,2022-08-03,Yes,25,,Private
0000000933,000933,First Steps,2020-12-06,2020-12-21,2025-09-03,No,49,Early Intervention,Federal
0000000934,000934,Home Visiting,2019-12-31,2020-01-10,2022-01-13,Yes,19,,Federal
0000000935,000935,First Steps,2019-07-15,2019-08-02,2020-04-04,No,32,Early Intervention,Federal
0000000935,000935,Early Intervention,2020-04-14,2020-04-16,2020-10-18,No,38,Early Intervention,Local
0000000936,000936,Home Visiting,2020-03-29,2020-04-24,2021-07-30,Yes,8,,State
0000000936,000936,Child Care,2021-08-11,2021-09-02,2023-06-26,No,153,,Local
0000000937,000937,Child Care,2022-07-14,2022-07-27,2024-12-20,No,140,,Federal
0000000937,000937,Head Start,2025-04-01,2025-04-13,2026-12-16,No,116,Pre-K,Private
0000000938,000938,Home Visiting,2019-08-20,2019-09-04,2021-05-23,Yes,8,,Local
0000000938,000938,Child Care,2021-05-31,2021-06-30,2022-08-25,No,112,,Federal
0000000939,000939,Early Head Start,2018-06-18,2018-06-19,2018-12-28,No,77,,Local
0000000940,000940,Child Care,2022-02-18,2022-03-03,2023-05-15,No,190,,Local
0000000940,000940,Early Head Start,2023-05-19,2023-06-10,2025-02-24,No,126,,State
0000000941,000941,Early Head Start,2020-05-26,2020-05-31,2022-03-20,No,102,,Federal
0000000941,000941,Early Head Start,2022-04-11,2022-04-12,2023-09-09,No,79,,Local
0000000942,000942,Childcare Subsidy,2019-11-19,2019-12-17,2022-07-27,No,103,,Private
0000000943,000943,Early Head Start,2022-06-07,2022-07-06,2024-01-30,No,143,,State
0000000943,000943,State Pre-K,2024-02-03,2024-02-24,2024-08-26,No,133,Pre-K,Private
0000000944,000944,Child Care,2020-06-22,2020-07-15,2021-09-14,No,168,,Local
0000000945,000945,Home Visiting,2021-04-17,2021-05-01,2022-11-06,Yes,13,,Local
0000000946,000946,Early Head Start,2018-07-31,2018-08-30,2020-08-03,No,101,,Federal
0000000946,000946,Early Head Start,2020-08-11,2020-09-05,2021-07-17,No,69,,Federal
0000000947,000947,Home Visiting,2020-03-20,2020-04-05,2023-01-18,Yes,14,,Private
0000000948,000948,Early Intervention,2023-05-29,2023-05-30,2025-08-06,No,59,Early Intervention,State
0000000949,000949,First Steps,2021-03-07,2021-03-23,2022-05-10,No,15,Early Intervention,Private
0000000949,000949,Early Intervention,2022-05-12,2022-05-26,2024-01-17,No,17,Early Intervention,Local
0000000949,000949,Childcare Subsidy,2024-02-15,2024-02-20,2025-05-16,No,121,,Federal
0000000949,000949,Early Head Start,2020-11-16,2020-11-29,2021-12-27,No,153,,Local
0000000949,000949,Early Head Start,2022-01-21,2022-02-02,2024-11-22,No,97,,Federal
0000000950,000950,Childcare Subsidy,2021-06-28,2021-07-15,2024-02-07,No,196,,Federal
0000000951,000951,Child Care,2021-11-26,2021-12-02,2022-05-18,No,59,,Local
0000000951,000951,Childcare Subsidy,2022-06-03,2022-06-05,2022-11-21,No,97,,State
0000000952,000952,First Steps,2022-05-02,2022-05-22,2022-08-24,No,18,Early Intervention,State
0000000953,000953,Home Visiting,2020-03-10,2020-03-30,2021-05-24,Yes,4,,Local
0000000954,000954,Early Head Start,2022-02-06,2022-02-11,2022-12-20,No,116,,Federal
0000000954,000954,Childcare Subsidy,2023-01-17,2023-02-05,2023-08-20,No,44,,Federal
0000000955,000955,Child Care,2023-07-29,2023-08-27,2025-11-23,No,165,,State
0000000955,000955,Head Start,2025-11-27,2025-12-13,2027-03-16,No,101,Pre-K,Federal
0000000956,000956,Child Care,2022-12-05,2022-12-09,2024-10-01,No,181,,State
0000000956,000956,Home Visiting,2024-10-20,2024-11-10,2025-08-19,Yes,13,,Local
0000000957,000957,First Steps,2020-04-16,2020-04-29,2021-06-14,No,28,Early Intervention,Private
0000000958,000958,Child Care,2020-11-20,2020-12-16,2022-01-02,No,110,,Local
0000000958,000958,Childcare Subsidy,2022-01-11,2022-02-08,2022-11-03,No,58,,State
0000000958,000958,Early Head Start,2022-11-24,2022-12-17,2024-04-03,No,71,,Private
0000000959,000959,Childcare Subsidy,2019-09-10,2019-09-12,2021-09-13,No,118,,Private
0000000959,000959,Child Care,2021-09-25,2021-10-21,2023-12-06,No,70,,Private
0000000960,000960,First Steps,2019-10-28,2019-11-02,2020-01-11,No,10,Early Intervention,State
0000000960,000960,Home Visiting,2019-12-02,2019-12-17,2020-08-20,Yes,3,,Federal
0000000960,000960,Home Visiting,2020-11-26,2020-12-03,2021-10-26,Yes,16,,State
0000000961,000961,Childcare Subsidy,2022-04-19,2022-05-04,2025-04-29,No,173,,Local
0000000961,000961,State Pre-K,2025-06-11,2025-06-14,2027-05-10,No,80,Pre-K,Federal
0000000961,000961,Child Care,2022-11-10,2022-11-22,2025-10-03,No,158,,Federal
0000000962,000962,Child Care,2020-10-01,2020-10-25,2022-04-20,No,114,,Private
0000000962,000962,First Steps,2022-05-01,2022-05-17,2023-08-20,No,45,Early Intervention,Private
0000000963,000963,Early Head Start,2020-08-23,2020-09-19,2021-04-05,No,147,,Private
0000000963,000963,Childcare Subsidy,2020-10-19,2020-11-03,2023-04-21,No,96,,State
0000000963,000963,State Pre-K,2023-07-30,2023-08-13,2024-02-27,No,131,Pre-K,Federal
0000000964,000964,First Steps,2020-08-11,2020-08-27,2022-03-25,No,41,Early Intervention,Local
0000000964,000964,Child Care,2022-06-17,2022-06-23,2025-03-05,No,172,,Federal
0000000965,000965,Childcare Subsidy,2019-07-28,2019-08-07,2021-04-07,No,136,,Local
0000000966,000966,Early Head Start,2019-03-13,2019-03-23,2020-12-06,No,59,,Federal
0000000966,000966,Early Intervention,2019-04-22,2019-05-07,2022-05-11,No,17,Early Intervention,State
0000000967,000967,Home Visiting,2020-03-11,2020-04-01,2021-12-01,Yes,14,,State
0000000967,000967,Childcare Subsidy,2021-12-17,2022-01-11,2023-03-27,No,164,,Local
0000000967,000967,Child Care,2023-04-26,2023-05-26,2023-12-26,No,140,,State
0000000968,000968,Home Visiting,2018-08-08,2018-09-06,2019-10-06,Yes,4,,Local
0000000968,000968,Child Care,2019-10-13,2019-10-23,2022-05-27,No,149,,Local
0000000969,000969,Child Care,2021-09-02,2021-09-06,2024-06-25,No,138,,State
0000000969,000969,State Pre-K,2024-08-05,2024-09-04,2026-07-04,No,80,Pre-K,Local
0000000969,000969,Early Intervention,2022-01-04,2022-02-03,2024-12-11,No,38,Early Intervention,Local
0000000970,000970,Childcare Subsidy,2020-11-07,2020-11-22,2022-01-07,No,68,,Federal
0000000970,000970,Head Start,2022-02-02,2022-02-03,2023-01-31,No,151,Pre-K,Private
0000000971,000971,First Steps,2019-08-01,2019-08-28,2021-08-25,No,35,Early Intervention,Local
0000000971,000971,Early Intervention,2021-09-11,2021-10-11,2024-04-03,No,46,Early Intervention,State
0000000971,000971,Child Care,2019-11-22,2019-12-07,2022-02-26,No,148,,State
0000000972,000972,Childcare Subsidy,2022-09-03,2022-09-30,2024-06-30,No,70,,Federal
0000000972,000972,Childcare Subsidy,2024-07-30,2024-08-03,2025-06-10,No,183,,State
0000000973,000973,Early Intervention,2023-03-25,2023-04-24,2025-08-16,No,34,Early Intervention,State
0000000974,000974,Child Care,2018-09-12,2018-09-18,2020-05-14,No,98,,Federal
0000000975,000975,Early Head Start,2023-03-06,2023-04-02,2024-09-18,No,63,,State
0000000976,000976,Child Care,2019-05-01,2019-05-20,2020-05-11,No,150,,Local
0000000976,000976,Childcare Subsidy,2020-08-27,2020-09-14,2022-05-15,No,181,,Private
0000000976,000976,Child Care,2022-09-02,2022-09-21,2024-03-14,No,155,,Private
0000000976,000976,Childcare Subsidy,2019-09-15,2019-09-24,2021-05-12,No,159,,Private
0000000976,000976,Early Intervention,2021-07-26,2021-08-13,2022-12-22,No,15,Early Intervention,Federal
0000000977,000977,Childcare Subsidy,2019-09-26,2019-09-27,2020-07-20,No,118,,Private
0000000977,000977,Childcare Subsidy,2020-09-24,2020-09-28,2022-08-16,No,69,,Federal
0000000978,000978,Child Care,2019-05-13,2019-05-26,2020-10-10,No,169,,Private
0000000978,000978,Childcare Subsidy,2020-10-30,2020-11-27,2023-02-03,No,97,,Local
0000000978,000978,State Pre-K,2023-02-19,2023-03-05,2023-09-17,No,81,Pre-K,State
0000000979,000979,Childcare Subsidy,2018-09-14,2018-09-15,2019-12-22,No,120,,Private
0000000980,000980,Early Intervention,2020-04-08,2020-04-22,2022-02-25,No,49,Early Intervention,State
0000000980,000980,Child Care,2022-06-10,2022-06-22,2024-02-21,No,81,,Federal
0000000980,000980,Childcare Subsidy,2024-03-25,2024-03-27,2025-04-10,No,80,,Private
0000000980,000980,First Steps,2020-10-11,2020-10-28,2023-06-11,No,49,Early Intervention,Private
0000000980,000980,Child Care,2023-08-31,2023-09-09,2025-04-10,No,94,,Private
0000000981,000981,First Steps,2020-04-23,2020-05-19,2021-03-07,No,10,Early Intervention,Local
0000000981,000981,Home Visiting,2021-07-19,2021-08-06,2021-11-03,Yes,6,,Private
0000000981,000981,Child Care,2022-01-05,2022-01-24,2022-04-11,No,157,,Federal
0000000982,000982,Early Intervention,2020-07-18,2020-08-14,2022-05-07,No,51,Early Intervention,State
0000000982,000982,Early Intervention,2022-05-25,2022-06-18,2023-06-22,No,20,Early Intervention,State
0000000982,000982,Head Start,2023-07-11,2023-07-17,2025-04-27,No,88,Pre-K,State
0000000983,000983,First Steps,2021-02-21,2021-03-04,2022-01-22,No,44,Early Intervention,Local
0000000983,000983,Child Care,2022-02-11,2022-03-13,2023-08-26,No,119,,Private
0000000983,000983,Child Care,2023-08-30,2023-09-23,2025-02-16,No,109,,Private
0000000983,000983,First Steps,2020-12-03,2020-12-26,2021-07-01,No,12,Early Intervention,State
0000000984,000984,Child Care,2020-02-20,2020-03-01,2021-03-29,No,188,,State
0000000984,000984,Early Intervention,2020-03-31,2020-04-15,2024-02-02,No,13,Early Intervention,State
0000000985,000985,Childcare Subsidy,2018-07-15,2018-07-18,2021-06-19,No,199,,Private
0000000986,000986,Childcare Subsidy,2018-09-17,2018-10-17,2019-06-12,No,196,,Federal
0000000986,000986,Home Visiting,2019-07-10,2019-07-22,2021-03-11,Yes,17,,Federal
0000000986,000986,Child Care,2021-04-10,2021-05-01,2023-02-05,No,150,,Private
0000000986,000986,Childcare Subsidy,2023-02-06,2023-02-23,2023-10-13,No,75,,Local
0000000987,000987,Early Intervention,2023-11-17,2023-11-21,2026-09-08,No,24,Early Intervention,Private
0000000987,000987,Head Start,2026-09-17,2026-10-10,2027-06-12,No,114,Pre-K,Local
0000000988,000988,Home Visiting,2020-10-19,2020-11-10,2022-01-10,Yes,22,,State
0000000988,000988,First Steps,2020-12-10,2020-12-25,2023-06-10,No,25,Early Intervention,Local
0000000989,000989,First Steps,2021-06-07,2021-06-22,2023-08-24,No,31,Early Intervention,State
0000000990,000990,Early Intervention,2023-08-13,2023-09-11,2025-05-13,No,13,Early Intervention,Local
0000000991,000991,Childcare Subsidy,2022-05-28,2022-06-16,2024-01-24,No,48,,Local
0000000991,000991,Child Care,2024-01-31,2024-02-04,2024-12-25,No,169,,Federal
0000000992,000992,Early Intervention,2022-11-04,2022-11-22,2025-11-02,No,39,Early Intervention,Federal
0000000992,000992,State Pre-K,2025-12-02,2025-12-04,2026-12-12,No,123,Pre-K,Local
0000000993,000993,Early Intervention,2020-03-15,2020-03-23,2021-12-21,No,20,Early Intervention,Federal
0000000993,000993,Childcare Subsidy,2022-01-14,2022-01-30,2023-02-17,No,146,,Private
0000000993,000993,Child Care,2023-03-19,2023-03-22,2024-05-10,No,167,,Local
0000000994,000994,Early Intervention,2021-02-19,2021-02-22,2021-06-02,No,6,Early Intervention,Local
0000000995,000995,Early Head Start,2021-02-13,2021-03-11,2021-12-15,No,59,,Federal
0000000995,000995,Child Care,2022-03-08,2022-04-07,2022-10-11,No,112,,Federal
0000000995,000995,Child Care,2023-01-27,2023-02-20,2023-08-05,No,119,,Private
0000000996,000996,Early Head Start,2022-02-15,2022-03-05,2024-02-05,No,150,,Federal
0000000997,000997,Early Intervention,2023-01-27,2023-01-28,2023-11-25,No,33,Early Intervention,Local
0000000998,000998,Early Intervention,2021-07-13,2021-07-25,2024-03-03,No,40,Early Intervention,State
0000000998,000998,State Pre-K,2024-06-16,2024-07-11,2025-10-13,No,80,Pre-K,Federal
0000000999,000999,Childcare Subsidy,2020-11-27,2020-12-21,2022-10-22,No,91,,Private
0000000999,000999,Childcare Subsidy,2022-10-25,2022-11-03,2023-08-19,No,203,,Local
0000001000,001000,Home Visiting,2022-09-16,2022-09-23,2024-12-07,Yes,25,,Private
0000001000,001000,State Pre-K,2024-12-20,2024-12-24,2026-12-30,No,160,Pre-K,Local
0000001001,001001,Child Care,2020-11-05,2020-11-14,2022-10-09,No,82,,Federal
0000001002,001002,Home Visiting,2019-12-16,2020-01-09,2020-12-06,Yes,19,,State
0000001003,001003,Early Head Start,2021-01-08,2021-01-12,2022-09-27,No,125,,Local
0000001004,001004,Childcare Subsidy,2019-10-28,2019-11-23,2022-08-28,No,162,,Local
0000001004,001004,State Pre-K,2022-09-03,2022-09-17,2024-06-26,No,176,Pre-K,Local
0000001004,001004,Child Care,2019-12-28,2020-01-21,2023-01-10,No,116,,State
0000001005,001005,Early Head Start,2020-03-01,2020-03-03,2021-11-04,No,79,,Local
0000001005,001005,Childcare Subsidy,2021-12-30,2022-01-25,2023-10-27,No,139,,State
0000001005,001005,Head Start,2023-12-15,2023-12-22,2024-11-10,No,103,Pre-K,Private
0000001006,001006,Home Visiting,2019-03-13,2019-03-17,2019-10-19,Yes,19,,Local
0000001007,001007,Early Intervention,2021-06-25,2021-07-14,2023-10-08,No,34,Early Intervention,Local
0000001008,001008,Child Care,2020-10-16,2020-10-22,2022-09-14,No,80,,State
0000001008,001008,Early Head Start,2022-10-14,2022-11-13,2025-06-26,No,101,,State
0000001009,001009,Home Visiting,2021-11-06,2021-11-18,2023-05-10,Yes,21,,Private
0000001010,001010,Childcare Subsidy,2019-04-01,2019-04-25,2020-10-02,No,147,,State
0000001010,001010,Child Care,2020-10-06,2020-10-12,2021-10-16,No,148,,Federal
0000001011,001011,Home Visiting,2020-01-30,2020-02-08,2021-08-30,Yes,25,,Private
0000001011,001011,Home Visiting,2021-10-19,2021-11-12,2023-06-12,Yes,28,,Private
0000001012,001012,First Steps,2022-03-26,2022-04-15,2024-03-13,No,23,Early Intervention,State
0000001012,001012,State Pre-K,2024-07-05,2024-07-29,2025-12-04,No,92,Pre-K,Local
0000001013,001013,Childcare Subsidy,2023-05-10,2023-05-28,2025-06-25,No,134,,Private
0000001013,001013,State Pre-K,2025-09-06,2025-09-27,2026-10-16,No,133,Pre-K,State
0000001014,001014,Childcare Subsidy,2020-10-05,2020-10-11,2023-02-13,No,143,,Local
0000001014,001014,Child Care,2023-03-24,2023-04-10,2024-08-06,No,155,,Federal
0000001015,001015,Early Intervention,2019-10-19,2019-11-16,2022-04-24,No,22,Early Intervention,Local
0000001015,001015,State Pre-K,2022-06-18,2022-07-07,2024-06-22,No,106,Pre-K,Local
0000001016,001016,Early Head Start,2022-04-16,2022-05-15,2023-01-10,No,127,,State
0000001016,001016,Home Visiting,2023-02-02,2023-02-11,2023-09-11,Yes,3,,Private
0000001017,001017,First Steps,2020-09-21,2020-10-02,2021-07-03,No,11,Early Intervention,Local
0000001018,001018,First Steps,2022-11-24,2022-12-19,2024-03-05,No,59,Early Intervention,State
0000001018,001018,Child Care,2024-04-27,2024-05-26,2026-06-08,No,175,,Local
0000001018,001018,First Steps,2021-12-09,2021-12-18,2024-11-03,No,9,Early Intervention,Private
0000001019,001019,Early Head Start,2023-07-08,2023-07-21,2024-03-11,No,89,,State
0000001019,001019,First Steps,2024-04-03,2024-04-05,2025-04-02,No,36,Early Intervention,Private
0000001019,001019,State Pre-K,2025-04-30,2025-05-30,2025-11-27,No,76,Pre-K,Federal
0000001020,001020,Child Care,2020-11-05,2020-11-17,2022-04-27,No,114,,State
0000001020,001020,Home Visiting,2020-12-17,2021-01-01,2023-10-30,Yes,7,,State
0000001021,001021,Childcare Subsidy,2022-05-01,2022-05-25,2025-03-16,No,124,,State
0000001022,001022,Early Intervention,2018-11-29,2018-12-23,2021-09-29,No,11,Early Intervention,Private
0000001023,001023,Home Visiting,2021-06-21,2021-06-28,2022-08-06,Yes,5,,State
0000001024,001024,Early Head Start,2022-07-02,2022-07-03,2023-07-24,No,126,,Federal
0000001025,001025,Childcare Subsidy,2021-12-25,2021-12-29,2023-07-08,No,189,,State
0000001026,001026,Childcare Subsidy,2021-06-12,2021-07-07,2022-02-25,No,172,,Private
0000001026,001026,Child Care,2022-05-30,2022-06-06,2023-07-02,No,107,,State
0000001027,001027,Child Care,2021-04-10,2021-04-14,2023-04-12,No,137,,State
0000001028,001028,Early Intervention,2020-03-19,2020-04-17,2022-12-22,No,50,Early Intervention,Private
0000001029,001029,Childcare Subsidy,2022-07-24,2022-08-15,2024-02-18,No,171,,Private
0000001030,001030,First Steps,2022-06-23,2022-07-11,2023-01-07,No,27,Early Intervention,Federal
0000001030,001030,Childcare Subsidy,2023-02-04,2023-02-06,2023-11-11,No,142,,Local
0000001030,001030,Child Care,2023-11-25,2023-12-01,2025-09-16,No,166,,Federal
0000001031,001031,First Steps,2022-02-08,2022-02-24,2023-01-24,No,17,Early Intervention,Federal
0000001031,001031,First Steps,2023-01-26,2023-02-05,2024-07-18,No,16,Early Intervention,Private
0000001032,001032,Child Care,2021-01-30,2021-02-14,2022-02-15,No,202,,Federal
0000001032,001032,Early Intervention,2021-03-16,2021-03-31,2023-08-24,No,9,Early Intervention,Private
0000001032,001032,State Pre-K,2023-09-11,2023-10-07,2025-07-24,No,123,Pre-K,State
0000001032,001032,Early Intervention,2021-02-06,2021-03-08,2022-01-16,No,10,Early Intervention,Federal
0000001032,001032,Childcare Subsidy,2022-01-27,2022-02-10,2024-01-09,No,80,,Federal
0000001033,001033,Early Head Start,2018-10-11,2018-11-07,2020-01-23,No,137,,Local
0000001034,001034,Childcare Subsidy,2022-03-10,2022-04-08,2025-02-27,No,140,,Private
0000001034,001034,Childcare Subsidy,2025-03-09,2025-03-31,2026-05-16,No,162,,Federal
0000001035,001035,Early Head Start,2022-03-22,2022-04-20,2022-11-09,No,87,,Private
0000001035,001035,Child Care,2022-11-22,2022-11-27,2024-07-27,No,99,,Federal
0000001036,001036,Child Care,2020-09-15,2020-09-25,2022-03-02,No,156,,Federal
0000001036,001036,Child Care,2022-05-30,2022-06-29,2024-03-14,No,91,,Federal
0000001037,001037,Early Head Start,2018-11-15,2018-12-12,2019-03-06,No,41,,Local
0000001037,001037,Home Visiting,2019-03-11,2019-03-20,2019-06-13,Yes,6,,Private
0000001038,001038,First Steps,2022-06-30,2022-07-21,2023-04-23,No,12,Early Intervention,Federal
0000001038,001038,Home Visiting,2023-05-05,2023-05-16,2024-03-23,Yes,15,,Federal
0000001038,001038,Childcare Subsidy,2024-04-03,2024-04-08,2025-02-12,No,101,,Federal
0000001038,001038,State Pre-K,2025-03-13,2025-04-09,2025-12-05,No,70,Pre-K,Private
0000001039,001039,Early Intervention,2021-02-02,2021-02-10,2022-02-17,No,31,Early Intervention,Private
0000001039,001039,Childcare Subsidy,2022-03-13,2022-04-05,2024-02-02,No,92,,State
0000001039,001039,State Pre-K,2024-02-29,2024-03-05,2025-04-20,No,126,Pre-K,State
0000001040,001040,Early Intervention,2021-04-06,2021-05-01,2021-12-11,No,19,Early Intervention,Local
0000001040,001040,Childcare Subsidy,2022-02-01,2022-02-15,2022-09-06,No,92,,Private
0000001041,001041,Early Intervention,2022-03-13,2022-03-24,2023-06-15,No,55,Early Intervention,Private
0000001042,001042,Childcare Subsidy,2020-12-05,2020-12-11,2023-04-01,No,168,,Federal
0000001042,001042,Child Care,2023-05-03,2023-05-18,2024-09-30,No,63,,Local
0000001043,001043,Home Visiting,2022-11-13,2022-12-02,2024-02-12,Yes,24,,Federal
0000001043,001043,Head Start,2024-03-07,2024-03-15,2025-09-19,No,77,Pre-K,State
0000001043,001043,Childcare Subsidy,2025-09-23,2025-10-08,2026-07-11,No,104,,State
0000001043,001043,Early Head Start,2022-01-11,2022-02-03,2023-11-07,No,197,,Federal
0000001044,001044,Child Care,2019-09-21,2019-10-05,2021-01-16,No,198,,Local
0000001044,001044,Early Intervention,2019-11-04,2019-11-19,2022-01-10,No,35,Early Intervention,State
0000001044,001044,Early Intervention,2022-01-20,2022-02-17,2022-12-29,No,38,Early Intervention,Local
0000001045,001045,Child Care,2023-10-26,2023-10-27,2024-07-26,No,114,,Local
0000001045,001045,First Steps,2024-07-28,2024-08-19,2024-11-10,No,33,Early Intervention,Local
0000001046,001046,Home Visiting,2021-04-25,2021-04-28,2023-05-01,Yes,20,,State
0000001046,001046,First Steps,2023-05-20,2023-06-10,2026-01-08,No,46,Early Intervention,State
0000001046,001046,Home Visiting,2021-07-11,2021-08-04,2024-07-11,Yes,17,,Local
0000001047,001047,Childcare Subsidy,2020-06-24,2020-07-19,2021-12-17,No,86,,State
0000001048,001048,Childcare Subsidy,2018-12-02,2018-12-25,2020-02-17,No,105,,Federal
0000001049,001049,Child Care,2022-01-19,2022-02-02,2024-01-01,No,160,,Federal
0000001049,001049,First Steps,2022-03-04,2022-03-19,2025-03-12,No,23,Early Intervention,Private
0000001049,001049,Childcare Subsidy,2025-05-22,2025-05-31,2026-11-15,No,84,,Federal
0000001050,001050,Childcare Subsidy,2022-04-01,2022-04-24,2023-04-19,No,131,,Local
0000001051,001051,First Steps,2023-01-10,2023-01-15,2024-02-18,No,25,Early Intervention,Private
0000001051,001051,Early Head Start,2024-03-03,2024-03-22,2026-02-11,No,163,,Private
0000001052,001052,Home Visiting,2018-07-20,2018-08-13,2020-05-20,Yes,8,,State
0000001052,001052,First Steps,2020-06-11,2020-07-11,2022-03-20,No,25,Early Intervention,Federal
0000001053,001053,Early Head Start,2018-08-17,2018-09-11,2021-04-16,No,96,,Private
